date,pCO2,pH
2016-01-13 05:00:00,311.756,8.07389
2016-01-13 06:00:00,312.254,8.07815
2016-01-13 07:00:00,312.801,8.07152
2016-01-13 08:00:00,313.756,8.06985
2016-01-13 09:00:00,313.666,8.08335
2016-01-13 10:00:00,312.403,8.07134
2016-01-13 11:00:00,317.098,8.05849
2016-01-13 12:00:00,314.114,8.07251
2016-01-13 13:00:00,315.059,8.07162
2016-01-13 14:00:00,316.039,8.07618
2016-01-13 15:00:00,316.905,8.07261
2016-01-13 16:00:00,318.897,8.06883
2016-01-13 17:00:00,320.002,8.07235
2016-01-13 18:00:00,322.702,8.07297
2016-01-13 19:00:00,325.579,8.07271
2016-01-13 20:00:00,329.29,8.07534
2016-01-13 21:00:00,323.477,8.07024
2016-01-13 22:00:00,323.189,8.06998
2016-01-13 23:00:00,322.85,8.07277
2016-01-14 00:00:00,320.351,8.06875
2016-01-14 01:00:00,318.459,8.06911
2016-01-14 02:00:00,319.186,8.06696
2016-01-14 03:00:00,318.678,8.07087
2016-01-14 04:00:00,318.449,8.04683
2016-01-14 05:00:00,320.122,8.05137
2016-01-14 06:00:00,317.274,8.05024
2016-01-14 07:00:00,316.905,8.04859
2016-01-14 08:00:00,317.881,8.05429
2016-01-14 09:00:00,317.234,8.0571
2016-01-14 10:00:00,316.298,8.06514
2016-01-14 11:00:00,315.64,8.05352
2016-01-14 12:00:00,316.222,8.05452
2016-01-14 13:00:00,316.711,8.06569
2016-01-14 14:00:00,319.422,8.06161
2016-01-14 15:00:00,317.214,8.05324
2016-01-14 16:00:00,317.264,8.05608
2016-01-14 17:00:00,318.322,8.03077
2016-01-14 18:00:00,319.02,8.05839
2016-01-14 19:00:00,319.705,8.05259
2016-01-14 20:00:00,318.966,8.05479
2016-01-14 21:00:00,319.186,8.00994
2016-01-14 22:00:00,319.236,8.05398
2016-01-14 23:00:00,322.33,8.05564
2016-01-15 00:00:00,318.577,8.05528
2016-01-15 01:00:00,319.346,8.05211
2016-01-15 02:00:00,318.391,8.05585
2016-01-15 03:00:00,319.021,8.05757
