date,pressure,temperature,salinity,index,site
2015-06-04 00:04:30,87,13.1424,35.4705,155,CP02PMCI
2015-06-04 00:04:30,88,13.1423,35.4636,155,CP02PMCI
2015-06-04 00:04:30,89,12.9421,35.437,155,CP02PMCI
2015-06-04 00:04:30,90,12.954,35.4319,155,CP02PMCI
2015-06-04 00:04:30,91,12.8313,35.4127,155,CP02PMCI
2015-06-04 00:04:30,92,12.7305,35.3924,155,CP02PMCI
2015-06-04 00:04:30,93,12.6538,35.3834,155,CP02PMCI
2015-06-04 00:04:30,94,12.3776,35.3367,155,CP02PMCI
2015-06-04 00:04:30,95,12.3717,35.3309,155,CP02PMCI
2015-06-04 00:04:30,96,12.2602,35.3184,155,CP02PMCI
2015-06-04 00:04:30,97,12.1572,35.3116,155,CP02PMCI
2015-06-04 00:04:30,98,12.1277,35.3085,155,CP02PMCI
2015-06-04 00:04:30,99,12.1519,35.3179,155,CP02PMCI
2015-06-04 00:04:30,100,12.1118,35.3127,155,CP02PMCI
2015-06-04 00:04:30,101,12.0173,35.3034,155,CP02PMCI
2015-06-05 00:04:28,28,17.0878,35.3914,156,CP02PMCI
2015-06-05 00:04:28,29,17.3482,35.5609,156,CP02PMCI
2015-06-05 00:04:28,30,17.4629,35.6283,156,CP02PMCI
2015-06-05 00:04:28,31,17.616,35.7876,156,CP02PMCI
2015-06-05 00:04:28,32,17.3897,35.8908,156,CP02PMCI
2015-06-05 00:04:28,33,17.1109,35.9059,156,CP02PMCI
2015-06-05 00:04:28,34,17.0191,35.9188,156,CP02PMCI
2015-06-05 00:04:28,35,16.9956,35.9285,156,CP02PMCI
2015-06-05 00:04:28,36,16.8833,35.9202,156,CP02PMCI
2015-06-05 00:04:28,37,16.8047,35.918,156,CP02PMCI
2015-06-05 00:04:28,38,16.7295,35.9046,156,CP02PMCI
2015-06-05 00:04:28,39,16.5518,35.889,156,CP02PMCI
2015-06-05 00:04:28,40,16.2521,35.8716,156,CP02PMCI
2015-06-05 00:04:28,41,16.0168,35.8569,156,CP02PMCI
2015-06-05 00:04:28,42,15.9499,35.8569,156,CP02PMCI
2015-06-05 00:04:28,43,15.8386,35.8476,156,CP02PMCI
2015-06-05 00:04:28,44,15.718,35.8343,156,CP02PMCI
2015-06-05 00:04:28,45,15.577,35.8236,156,CP02PMCI
2015-06-05 00:04:28,46,15.4956,35.8127,156,CP02PMCI
2015-06-05 00:04:28,47,15.3782,35.7962,156,CP02PMCI
2015-06-05 00:04:28,48,15.259,35.8002,156,CP02PMCI
2015-06-05 00:04:28,49,15.2035,35.8034,156,CP02PMCI
2015-06-05 00:04:28,50,15.2171,35.8139,156,CP02PMCI
2015-06-05 00:04:28,51,15.2601,35.8453,156,CP02PMCI
2015-06-05 00:04:28,52,15.2466,35.8475,156,CP02PMCI
2015-06-05 00:04:28,53,15.1997,35.8437,156,CP02PMCI
2015-06-05 00:04:28,54,15.1228,35.8474,156,CP02PMCI
2015-06-05 00:04:28,55,15.1459,35.8607,156,CP02PMCI
2015-06-05 00:04:28,56,15.1587,35.8644,156,CP02PMCI
2015-06-05 00:04:28,57,15.153,35.8646,156,CP02PMCI
2015-06-05 00:04:28,58,15.0512,35.8603,156,CP02PMCI
2015-06-05 00:04:28,59,14.8702,35.8517,156,CP02PMCI
2015-06-05 00:04:28,60,14.7609,35.8503,156,CP02PMCI
2015-06-05 00:04:28,61,14.7506,35.8489,156,CP02PMCI
2015-06-05 00:04:28,62,14.7504,35.8494,156,CP02PMCI
2015-06-05 00:04:28,63,14.7625,35.8531,156,CP02PMCI
2015-06-05 00:04:28,64,14.7644,35.8536,156,CP02PMCI
2015-06-05 00:04:28,65,14.7747,35.8579,156,CP02PMCI
2015-06-05 00:04:28,66,14.7697,35.8563,156,CP02PMCI
2015-06-05 00:04:28,67,14.7742,35.8561,156,CP02PMCI
2015-06-05 00:04:28,68,14.7927,35.8596,156,CP02PMCI
2015-06-05 00:04:28,69,14.7842,35.8625,156,CP02PMCI
2015-06-05 00:04:28,70,14.764,35.8553,156,CP02PMCI
2015-06-05 00:04:28,71,14.7458,35.8454,156,CP02PMCI
2015-06-05 00:04:28,72,14.5397,35.8217,156,CP02PMCI
2015-06-05 00:04:28,73,14.4901,35.8128,156,CP02PMCI
2015-06-05 00:04:28,74,14.4342,35.8,156,CP02PMCI
2015-06-05 00:04:28,75,14.4023,35.7904,156,CP02PMCI
2015-06-05 00:04:28,76,14.3677,35.7732,156,CP02PMCI
2015-06-05 00:04:28,77,14.2949,35.7535,156,CP02PMCI
2015-06-05 00:04:28,78,14.1192,35.7149,156,CP02PMCI
2015-06-05 00:04:28,79,13.8651,35.6654,156,CP02PMCI
2015-06-05 00:04:28,80,13.8366,35.6467,156,CP02PMCI
2015-06-05 00:04:28,81,13.2165,35.5438,156,CP02PMCI
2015-06-05 00:04:28,82,13.1722,35.5414,156,CP02PMCI
2015-06-05 00:04:28,83,13.1429,35.535,156,CP02PMCI
2015-06-05 00:04:28,84,13.1209,35.5302,156,CP02PMCI
2015-06-05 00:04:28,85,13.1162,35.526,156,CP02PMCI
2015-06-05 00:04:28,86,13.1163,35.524,156,CP02PMCI
2015-06-05 00:04:28,87,13.0985,35.5159,156,CP02PMCI
2015-06-05 00:04:28,88,13.0733,35.5127,156,CP02PMCI
2015-06-05 00:04:28,89,13.0109,35.4905,156,CP02PMCI
2015-06-05 00:04:28,90,12.9039,35.4741,156,CP02PMCI
2015-06-05 00:04:28,91,12.7397,35.455,156,CP02PMCI
2015-06-05 00:04:28,92,12.6878,35.449,156,CP02PMCI
2015-06-05 00:04:28,93,12.6653,35.4471,156,CP02PMCI
2015-06-05 00:04:28,94,12.6637,35.4538,156,CP02PMCI
2015-06-05 00:04:28,95,12.582,35.4502,156,CP02PMCI
2015-06-05 00:04:28,96,12.5642,35.4487,156,CP02PMCI
2015-06-05 00:04:28,97,12.5493,35.4472,156,CP02PMCI
2015-06-05 00:04:28,98,12.4924,35.4475,156,CP02PMCI
2015-06-05 00:04:28,99,12.3604,35.4395,156,CP02PMCI
2015-06-05 00:04:28,100,12.2724,35.4312,156,CP02PMCI
2015-06-05 00:04:28,101,12.2652,35.4322,156,CP02PMCI
2015-06-06 00:04:27,27,16.6906,35.9119,157,CP02PMCI
2015-06-06 00:04:27,28,16.628,35.917,157,CP02PMCI
2015-06-06 00:04:27,29,16.3696,35.9062,157,CP02PMCI
2015-06-06 00:04:27,30,16.2422,35.8863,157,CP02PMCI
2015-06-06 00:04:27,31,16.1461,35.866,157,CP02PMCI
2015-06-06 00:04:27,32,16.0887,35.8558,157,CP02PMCI
2015-06-06 00:04:27,33,15.9661,35.847,157,CP02PMCI
2015-06-06 00:04:27,34,15.7493,35.8279,157,CP02PMCI
2015-06-06 00:04:27,35,15.7304,35.8261,157,CP02PMCI
2015-06-06 00:04:27,36,15.6536,35.8226,157,CP02PMCI
2015-06-06 00:04:27,37,15.474,35.815,157,CP02PMCI
2015-06-06 00:04:27,38,15.3069,35.8097,157,CP02PMCI
2015-06-06 00:04:27,39,15.2796,35.8078,157,CP02PMCI
2015-06-06 00:04:27,40,15.2752,35.8082,157,CP02PMCI
2015-06-06 00:04:27,41,15.2561,35.8036,157,CP02PMCI
2015-06-06 00:04:27,42,15.1861,35.7858,157,CP02PMCI
2015-06-06 00:04:27,43,15.0464,35.7602,157,CP02PMCI
2015-06-06 00:04:27,44,14.9306,35.7448,157,CP02PMCI
2015-06-06 00:04:27,45,14.8085,35.7247,157,CP02PMCI
2015-06-06 00:04:27,46,14.7855,35.7206,157,CP02PMCI
2015-06-06 00:04:27,47,14.7723,35.7203,157,CP02PMCI
2015-06-06 00:04:27,48,14.7975,35.728,157,CP02PMCI
2015-06-06 00:04:27,49,15.0454,35.8131,157,CP02PMCI
2015-06-06 00:04:27,50,15.0499,35.8192,157,CP02PMCI
2015-06-06 00:04:27,51,14.9804,35.8069,157,CP02PMCI
