time,Wind Speed,Current Speed,Barometric Pressure,Precipitation,Air Temperature,Rain,Max Wave Height,Peak Wave Period,Significant Wave Height,Significant Wave Period
2019-02-03T20:00:00Z,2.49,0.37,1020.902,21.17,6.41,0.22,1.45,5.9,0.94,5.3
2019-02-03T21:00:00Z,2.81,0.37,1020.606,21.29,6.24,0.15,1.31,5.9,0.85,4.9
2019-02-03T22:00:00Z,3.21,0.37,1020.520,21.41,6.23,0.14,1.32,5.4,0.76,5
2019-02-03T23:00:00Z,3.71,0.37,1020.352,21.48,6.29,0.07,1.19,5.6,0.72,5.4
2019-02-04T00:00:00Z,5.34,0.37,1020.437,21.54,6.52,0.11,1.23,5.6,0.7,4.9
2019-02-04T01:00:00Z,4.39,0.37,1020.405,21.58,6.65,0.12,1.25,5.4,0.65,5
2019-02-04T02:00:00Z,4.11,0.37,1020.653,21.64,6.77,0.11,0.95,5.4,0.6,5.1
2019-02-04T03:00:00Z,3.36,0.37,1020.485,21.68,6.91,0.10,0.93,5.3,0.54,5.2
2019-02-04T04:00:00Z,2.88,0.37,1020.191,21.71,6.85,0.06,1,5.6,0.53,5.3
2019-02-04T05:00:00Z,3.51,0.37,1020.012,21.73,6.77,0.09,1.03,5,0.57,5
2019-02-04T06:00:00Z,3.25,0.37,1019.684,21.50,6.79,0.00,0.86,5.3,0.51,4.8
2019-02-04T07:00:00Z,2.60,0.37,1019.668,21.34,6.83,0.00,0.85,4.7,0.52,5.4
2019-02-04T08:00:00Z,2.25,0.37,1019.269,21.26,6.76,0.02,0.77,5.9,0.5,4.9
2019-02-04T09:00:00Z,1.70,0.37,1019.139,21.19,6.83,0.04,0.87,4.9,0.51,5.1
2019-02-04T10:00:00Z,2.02,0.37,1019.062,21.15,7.09,0.04,0.75,6.1,0.51,5.2
2019-02-04T11:00:00Z,1.93,0.37,1018.963,21.13,7.36,0.03,0.99,6.5,0.49,5.2
2019-02-04T12:00:00Z,2.04,0.37,1019.214,21.11,7.93,0.06,0.92,6.1,0.52,5.6
2019-02-04T13:00:00Z,2.36,0.37,1019.648,21.09,8.39,0.03,0.74,10.5,0.45,5.2
2019-02-04T14:00:00Z,2.20,0.37,1019.779,21.07,8.49,0.03,0.83,5.9,0.49,5.6
2019-02-04T15:00:00Z,2.53,0.37,1020.092,21.03,8.48,0.00,0.77,4.4,0.49,5.8
2019-02-04T16:00:00Z,1.83,0.37,1019.559,21.01,8.45,0.04,0.78,6.9,0.49,6.3
2019-02-04T17:00:00Z,3.00,0.37,1018.757,21.00,8.66,0.02,0.61,10.5,0.41,5.9
2019-02-04T18:00:00Z,3.22,0.37,1018.116,21.03,8.85,0.13,0.7,10.5,0.44,6.5
2019-02-04T19:00:00Z,3.52,0.37,1017.394,21.02,9.06,0.02,0.66,13.3,0.45,6.8
2019-02-04T20:00:00Z,2.50,0.37,1017.088,20.99,8.86,0.05,0.65,13.3,0.4,6.9
2019-02-04T21:00:00Z,2.86,0.37,1016.682,20.98,8.50,0.05,0.73,13.3,0.43,7.2
2019-02-04T22:00:00Z,2.56,0.37,1016.650,20.96,7.99,0.08,0.7,13.3,0.47,7.1
2019-02-04T23:00:00Z,3.19,0.37,1016.678,20.97,7.86,0.03,0.74,6.9,0.51,6.7
2019-02-05T00:00:00Z,4.06,0.37,1016.353,21.01,8.35,0.10,0.66,13.3,0.45,6.5
2019-02-05T01:00:00Z,4.24,0.37,1015.795,20.99,8.92,0.07,0.78,12.5,0.46,5.4
2019-02-05T02:00:00Z,5.91,0.37,1015.399,20.99,8.51,0.03,0.78,7.4,0.54,6.1
2019-02-05T03:00:00Z,4.80,0.37,1015.016,20.98,8.99,0.05,0.92,7.4,0.62,5.5
2019-02-05T04:00:00Z,3.53,0.37,1014.857,20.95,8.79,0.03,1.25,6.9,0.64,5.8
2019-02-05T05:00:00Z,2.14,0.37,1014.607,20.93,8.17,0.04,1.45,6.7,0.86,7
2019-02-05T06:00:00Z,2.63,0.37,1014.058,20.94,8.24,0.06,1.52,7.1,0.97,7
2019-02-05T07:00:00Z,1.34,0.37,1013.573,20.93,7.93,0.04,1.72,6.9,1.1,7.2
2019-02-05T08:00:00Z,2.18,0.37,1012.982,20.90,7.73,0.04,2.17,10,1.39,8.2
2019-02-05T09:00:00Z,2.75,0.37,1012.714,20.94,8.11,0.08,2.75,9.5,1.62,8.7
2019-02-05T10:00:00Z,1.75,0.37,1013.087,20.92,8.76,0.01,3.21,9.1,1.98,8.4
2019-02-05T11:00:00Z,1.48,0.37,1013.712,20.90,7.99,0.04,2.84,9.5,1.96,8.8
2019-02-05T12:00:00Z,4.48,0.37,1014.377,20.93,7.72,0.08,2.57,9.5,1.7,8.8
2019-02-05T13:00:00Z,2.61,0.37,1014.322,20.97,7.52,0.06,3.38,9.5,2.17,8.8
2019-02-05T14:00:00Z,1.86,0.37,1014.539,20.94,7.48,0.06,3.52,10,2.25,9.2
2019-02-05T15:00:00Z,2.32,0.37,1014.155,20.94,7.39,0.06,4.75,10.5,2.87,9.7
2019-02-05T16:00:00Z,1.23,0.37,1013.964,20.88,7.91,0.03,5.24,10,2.96,9.8
2019-02-05T17:00:00Z,2.60,0.37,1013.785,20.91,7.54,0.12,4.47,10,2.81,10
2019-02-05T18:00:00Z,1.07,0.37,1013.207,20.87,7.99,0.06,4.76,10.5,2.73,10.1
2019-02-05T19:00:00Z,1.88,0.37,1012.970,20.90,7.66,0.07,3.84,10,2.6,9.5
2019-02-05T20:00:00Z,2.39,0.37,1012.931,20.92,7.35,0.08,3.97,10.5,1.92,9.3
2019-02-05T21:00:00Z,2.93,0.37,1013.173,20.93,7.35,0.08,2.73,11.1,1.97,9.8
2019-02-05T22:00:00Z,2.90,0.37,1013.687,20.93,7.43,0.09,3.04,10.5,2.13,9.7
2019-02-05T23:00:00Z,3.51,0.37,1014.231,20.95,7.46,0.09,4.15,11.1,2.22,9.8
2019-02-06T00:00:00Z,4.65,0.37,1014.463,20.96,7.67,0.02,3.37,11.1,2.1,9.6
2019-02-06T01:00:00Z,4.45,0.37,1014.550,20.97,8.09,0.06,2.98,10.5,2.02,9.7
2019-02-06T02:00:00Z,3.93,0.37,1014.883,20.97,8.09,0.10,3.35,10.5,2.03,9.7
2019-02-06T03:00:00Z,4.20,0.37,1015.507,20.98,7.99,0.07,3.29,10,2.13,9.2
2019-02-06T04:00:00Z,5.39,0.37,1016.188,20.98,8.18,0.06,2.87,11.1,1.79,8.8
2019-02-06T05:00:00Z,5.38,0.37,1017.039,20.98,7.91,0.05,2.63,10,2.06,9.8
2019-02-06T06:00:00Z,5.31,0.37,1017.690,20.97,7.27,0.07,3.09,10.5,1.95,9.2
2019-02-06T07:00:00Z,6.52,0.37,1018.453,20.95,6.92,0.03,2.61,10,1.63,9.1
2019-02-06T08:00:00Z,5.76,0.37,1018.768,20.96,6.33,0.08,2.73,10.5,1.57,8.4
2019-02-06T09:00:00Z,5.20,0.37,1019.177,20.95,6.09,0.03,2.59,10,1.5,8.2
2019-02-06T10:00:00Z,5.38,0.37,1019.804,20.96,5.59,0.06,2.24,8.7,1.44,7.9
2019-02-06T11:00:00Z,5.50,0.37,1020.826,20.98,5.19,0.09,2.44,9.5,1.74,8.9
2019-02-06T12:00:00Z,6.20,0.37,1021.442,20.95,5.11,0.03,2.56,9.5,1.42,7.9
2019-02-06T13:00:00Z,6.15,0.37,1021.806,20.89,5.00,0.02,2.06,9.1,1.44,7.9
2019-02-06T14:00:00Z,5.23,0.37,1022.162,20.85,4.77,0.06,2.15,9.5,1.38,7.6
2019-02-06T15:00:00Z,,0.37,1022.443,20.82,4.65,0.05,1.95,9.5,1.38,7.3
2019-02-06T16:00:00Z,5.99,0.37,1022.524,20.78,4.57,0.04,2.29,10,1.32,7.3
2019-02-06T17:00:00Z,5.18,0.37,1022.292,20.75,4.65,0.04,2.44,9.1,1.38,7.4
2019-02-06T18:00:00Z,,0.37,1022.163,20.71,4.69,0.02,2.14,8.7,1.46,8.3
2019-02-06T19:00:00Z,,0.37,1022.042,20.70,4.74,0.07,2.93,10,1.45,8
2019-02-06T20:00:00Z,5.26,0.37,1022.120,20.57,4.97,0.00,2.13,9.5,1.38,8.5
2019-02-06T21:00:00Z,5.69,0.37,1022.152,20.49,5.31,0.03,1.89,9.5,1.28,8
2019-02-06T22:00:00Z,6.07,0.37,1022.261,20.50,5.02,0.07,2.24,9.5,1.2,7.7
2019-02-06T23:00:00Z,6.50,0.37,1022.295,20.48,5.09,0.05,2.02,8.7,1.22,7.5
2019-02-07T00:00:00Z,7.17,0.37,1021.827,20.46,5.27,0.09,2.06,8.7,1.27,6.8
2019-02-07T01:00:00Z,7.58,0.37,1020.787,20.48,5.54,0.07,2.62,8.7,1.3,6.9
2019-02-07T02:00:00Z,7.28,0.37,1020.644,20.48,5.89,0.09,2.15,9.1,1.44,6.6
2019-02-07T03:00:00Z,7.22,0.37,1019.799,20.46,6.37,0.04,2.31,9.1,1.49,7
2019-02-07T04:00:00Z,5.81,0.37,1019.767,20.48,7.65,0.07,2.29,9.5,1.43,6.7
2019-02-07T05:00:00Z,5.18,0.37,1019.574,20.49,8.14,0.05,2.43,8.7,1.37,6.5
2019-02-07T06:00:00Z,6.09,0.37,1018.417,20.66,7.86,0.19,2.45,9.5,1.43,7.6
2019-02-07T07:00:00Z,7.61,0.37,1017.499,20.64,9.38,0.04,2.12,9.5,1.45,7.2
2019-02-07T08:00:00Z,8.44,0.37,1016.229,20.53,9.66,0.03,2.53,10,1.36,6.8
2019-02-07T09:00:00Z,8.08,0.37,1015.546,20.45,10.21,0.09,2.25,9.1,1.52,5.8
2019-02-07T10:00:00Z,6.88,0.37,1015.053,21.00,10.28,0.98,2.7,10,1.57,6.1
2019-02-07T11:00:00Z,6.74,0.37,1014.456,21.81,,0.39,2.67,10,1.62,6.1
2019-02-07T12:00:00Z,6.95,0.37,1014.258,21.94,11.28,0.10,2.73,9.5,1.72,6.2
2019-02-07T13:00:00Z,,0.37,1014.259,21.90,,0.00,2.62,6.1,1.63,6.3
2019-02-07T14:00:00Z,,0.37,1014.796,21.88,,0.07,2.37,6.1,1.55,6.4
2019-02-07T15:00:00Z,,0.37,1015.103,21.86,8.29,0.10,2.69,5.9,1.62,6.3
2019-02-07T16:00:00Z,,0.37,1014.888,21.85,7.98,0.01,2.76,9.1,1.48,6.5
2019-02-07T17:00:00Z,2.73,0.37,1014.707,21.84,7.15,0.07,2.3,5.9,1.55,6.6
2019-02-07T18:00:00Z,2.35,0.37,1014.404,21.85,6.82,0.06,2.3,6.1,1.41,6.6
2019-02-07T19:00:00Z,5.23,0.37,1014.624,21.84,6.50,0.12,2.28,9.5,1.42,7.1
2019-02-07T20:00:00Z,7.69,0.37,1014.896,21.91,5.10,0.11,2.15,9.5,1.42,7.2
2019-02-07T21:00:00Z,5.93,0.37,1015.606,21.93,5.17,0.09,2.47,9.5,1.47,6.9
2019-02-07T22:00:00Z,6.45,0.37,1015.723,21.90,,0.07,2.15,5.7,1.53,6.3
2019-02-07T23:00:00Z,6.05,0.37,1015.665,21.88,,0.06,2.39,6.1,1.56,6.2
2019-02-08T00:00:00Z,5.62,0.37,1016.067,21.87,4.95,0.06,2.7,6.1,1.76,6.8
2019-02-08T01:00:00Z,5.44,0.37,1016.497,21.85,4.78,0.04,2.48,9.5,1.62,6.6
2019-02-08T02:00:00Z,3.85,0.37,1016.758,21.82,4.72,0.05,2.53,6.5,1.58,6.7
2019-02-08T03:00:00Z,2.34,0.37,1016.181,21.77,4.71,0.08,2.54,6.9,1.51,6.7
2019-02-08T04:00:00Z,1.51,0.37,1015.256,21.68,4.80,0.02,2.41,9.1,1.41,6.6
2019-02-08T05:00:00Z,0.82,0.37,1015.388,21.67,4.89,0.05,2.41,6.7,1.51,6.6
2019-02-08T06:00:00Z,1.71,0.37,1015.358,21.72,4.74,0.10,2.34,6.9,1.6,6.8
2019-02-08T07:00:00Z,2.42,0.37,1013.824,21.74,5.57,0.06,2.57,6.1,1.58,6.5
2019-02-08T08:00:00Z,3.49,0.37,1013.248,21.72,6.75,0.04,2.88,6.9,1.61,7.2
2019-02-08T09:00:00Z,5.18,0.37,1012.431,21.73,7.57,0.06,2.22,7.4,1.52,6.7
2019-02-08T10:00:00Z,6.54,0.37,1011.994,21.70,8.58,0.05,2.21,6.7,1.55,6.8
2019-02-08T11:00:00Z,,0.37,1012.164,21.66,9.59,0.03,2.25,7.4,1.52,7
2019-02-08T12:00:00Z,2.08,0.37,1012.219,21.53,7.67,0.03,1.99,7.1,1.43,6.6
2019-02-08T13:00:00Z,3.19,0.37,1012.463,21.49,7.65,0.11,2.88,7.4,1.48,6.6
2019-02-08T14:00:00Z,2.91,0.37,1012.931,21.51,6.87,0.03,2.44,7.4,1.43,6.8
2019-02-08T15:00:00Z,2.48,0.37,1012.622,21.51,7.12,0.08,2.06,6.7,1.37,6.7
2019-02-08T16:00:00Z,4.26,0.37,1011.810,21.60,7.56,0.15,2.07,7.1,1.45,6.5
2019-02-08T17:00:00Z,5.76,0.37,1010.627,21.64,7.48,0.07,1.98,7.1,1.26,6.5
2019-02-08T18:00:00Z,5.99,0.37,1010.333,21.60,7.99,0.06,2.12,7.4,1.23,6.5
2019-02-08T19:00:00Z,7.82,0.37,1011.839,21.52,8.41,0.02,2,7.1,1.22,6.2
2019-02-08T20:00:00Z,6.34,0.37,1012.187,21.46,,0.10,2.1,7.4,1.19,5.9
2019-02-08T21:00:00Z,7.47,0.37,1012.700,21.45,7.88,0.08,2.51,8.7,1.22,6
2019-02-08T22:00:00Z,8.19,0.37,1013.362,21.42,8.01,0.04,2.47,8.7,1.35,6
2019-02-08T23:00:00Z,11.00,0.37,1014.337,21.35,8.48,0.03,2.8,4.4,1.66,5.8
2019-02-09T00:00:00Z,11.35,0.37,1015.215,21.29,8.54,0.03,3.24,7.1,1.83,5.8
2019-02-09T01:00:00Z,12.15,0.37,1016.043,21.22,8.02,0.00,3.43,6.1,2.11,6
2019-02-09T02:00:00Z,12.13,0.37,1017.281,21.19,7.13,0.07,3.61,6.5,2.35,6.3
2019-02-09T03:00:00Z,13.25,0.37,1018.028,21.13,6.33,0.00,5.37,6.9,3.14,6.8
2019-02-09T04:00:00Z,12.15,0.37,1019.180,21.11,5.59,0.05,4.53,7.7,3.32,7
2019-02-09T05:00:00Z,10.70,0.37,1020.427,21.04,4.78,0.01,4.76,7.7,3.14,7.1
2019-02-09T06:00:00Z,12.14,0.37,1021.384,21.02,3.78,0.07,5.9,7.7,3,7.4
2019-02-09T07:00:00Z,13.52,0.37,1022.388,20.99,2.70,0.00,5.45,8.7,3.14,7.6
2019-02-09T08:00:00Z,12.59,0.37,1023.323,20.96,1.73,0.08,5.72,8.3,3.51,7.5
2019-02-09T09:00:00Z,12.17,0.37,1024.459,20.94,1.19,0.06,5.7,8.7,3.63,8
2019-02-09T10:00:00Z,12.47,0.37,1025.570,20.92,0.62,0.04,5.1,8.7,3.56,7.7
2019-02-09T11:00:00Z,12.71,0.37,1026.625,20.90,0.07,0.04,5.26,8.7,3.57,7.7
2019-02-09T12:00:00Z,12.57,0.37,1027.959,20.88,-0.34,0.05,6.06,8.7,3.48,7.5
2019-02-09T13:00:00Z,11.58,0.37,1029.280,20.86,-0.43,0.05,4.79,9.1,3.23,7.7
2019-02-09T14:00:00Z,10.80,0.37,1030.235,20.82,-0.86,0.02,5.19,7.7,3.06,7.3
2019-02-09T15:00:00Z,10.79,0.37,1031.067,20.80,-1.12,0.08,4.47,8,2.95,7.4
2019-02-09T16:00:00Z,11.14,0.37,1031.295,20.74,-1.10,0.01,4.7,7.4,3.17,7.3
2019-02-09T17:00:00Z,11.22,0.37,1031.011,20.71,-0.74,0.03,6.29,7.7,3.27,7
2019-02-09T18:00:00Z,11.82,0.37,1031.078,20.67,-0.12,0.08,5.75,8,3.45,7.4
2019-02-09T19:00:00Z,11.16,0.37,1031.859,20.64,0.34,0.04,4.6,7.7,3.13,7.3
2019-02-09T20:00:00Z,10.43,0.37,1032.503,20.60,0.80,0.02,4.1,7.7,3.07,7
2019-02-09T21:00:00Z,10.16,0.37,1033.078,20.54,1.18,0.03,4.85,7.4,3.15,6.8
2019-02-09T22:00:00Z,10.61,0.37,1033.705,20.48,1.20,0.04,4.01,7.4,2.45,6.6
2019-02-09T23:00:00Z,9.70,0.37,1034.690,20.46,1.33,0.06,3.6,7.4,2.44,6.7
2019-02-10T00:00:00Z,9.09,0.37,1035.351,20.41,1.33,0.09,3.78,6.9,2.38,6.4
2019-02-10T01:00:00Z,8.91,0.37,1035.904,20.37,1.33,0.01,3.53,6.9,2.38,6.5
2019-02-10T02:00:00Z,7.89,0.37,1036.155,20.35,1.25,0.04,3.39,6.9,2.05,6.3
2019-02-10T03:00:00Z,8.06,0.37,1036.450,20.33,1.18,0.08,2.98,6.3,1.91,6.1
2019-02-10T04:00:00Z,7.88,0.37,1036.342,20.31,0.97,0.01,2.99,6.5,1.82,6.1
2019-02-10T05:00:00Z,7.61,0.37,1036.953,20.27,0.83,0.03,2.36,6.1,1.64,5.6
2019-02-10T06:00:00Z,7.06,0.37,1037.016,20.25,0.68,0.07,2.63,6.3,1.52,5.5
2019-02-10T07:00:00Z,6.58,0.37,1036.213,20.23,0.59,0.08,3,6.5,1.49,5.6
2019-02-10T08:00:00Z,5.66,0.37,1035.501,20.19,0.35,0.01,2.41,6.5,1.45,5.5
2019-02-10T09:00:00Z,5.46,0.37,1035.665,20.19,0.22,0.09,2.14,6.3,1.37,5.4
2019-02-10T10:00:00Z,5.23,0.37,1036.216,20.18,0.06,0.06,2.27,5.9,1.3,5.5
2019-02-10T11:00:00Z,5.31,0.37,1036.726,20.15,-0.13,0.03,2.66,5.7,1.45,5.6
2019-02-10T12:00:00Z,5.66,0.37,1036.822,20.13,0.02,0.05,2.12,5.9,1.37,5.4
2019-02-10T13:00:00Z,5.69,0.37,1036.501,20.09,0.07,0.00,1.85,5.6,1.15,5.5
2019-02-10T14:00:00Z,5.34,0.37,1036.102,20.03,0.12,0.06,1.94,5.6,1.22,5.5
2019-02-10T15:00:00Z,5.63,0.37,1035.657,19.99,0.26,0.03,1.64,5.6,1.09,5.1
2019-02-10T16:00:00Z,5.46,0.37,1034.898,20.00,0.40,0.11,1.72,5.4,1.03,5.1
2019-02-10T17:00:00Z,5.84,0.37,1033.888,20.00,0.69,0.09,1.58,5.3,0.98,4.9
2019-02-10T18:00:00Z,6.97,0.37,1032.966,20.00,1.31,0.05,1.51,5.3,0.92,4.8
2019-02-10T19:00:00Z,7.83,0.37,1032.590,19.95,1.37,0.05,1.86,5,1.07,4.5
2019-02-10T20:00:00Z,8.02,0.37,1031.868,19.92,1.76,0.03,1.7,4.7,1.09,4.3
2019-02-10T21:00:00Z,8.13,0.37,1030.908,19.91,1.99,0.07,1.83,4.8,1.12,4.6
2019-02-10T22:00:00Z,,0.37,1030.244,19.88,1.70,0.05,1.74,4.8,1.13,4.4
2019-02-10T23:00:00Z,8.60,0.37,1030.222,19.86,,0.06,1.98,5.1,1.24,4.8
2019-02-11T00:00:00Z,7.99,0.37,1030.104,19.83,1.85,0.04,2.03,5.6,1.23,4.9
2019-02-11T01:00:00Z,7.31,0.37,1029.549,19.81,2.03,0.07,2.13,4.8,1.18,4.8
2019-02-11T02:00:00Z,5.97,0.37,1028.680,19.79,2.12,0.04,1.92,5.3,1.24,4.9
2019-02-11T03:00:00Z,5.74,0.37,1028.248,19.77,2.23,0.06,2.07,4.9,1.1,4.7
2019-02-11T04:00:00Z,6.04,0.37,1028.119,19.73,2.43,0.02,1.53,5.1,0.96,4.6
2019-02-11T05:00:00Z,5.75,0.37,1027.932,19.69,2.56,0.03,1.79,5.3,0.96,4.6
2019-02-11T06:00:00Z,5.01,0.37,1027.288,19.69,2.35,0.09,1.64,5,0.91,4.4
2019-02-11T07:00:00Z,3.91,0.37,1026.849,19.66,0.83,0.05,1.47,5,0.87,4.5
2019-02-11T08:00:00Z,2.45,0.37,1026.028,19.69,-0.18,0.15,1.64,5.1,0.77,4.6
2019-02-11T09:00:00Z,0.69,0.37,1025.425,19.70,-0.97,0.05,1.31,5,0.72,4.4
2019-02-11T10:00:00Z,1.13,0.37,1024.918,20.04,-0.79,0.70,1.2,4.5,0.63,4.5
2019-02-11T11:00:00Z,1.16,0.37,1024.409,20.59,-0.30,0.23,0.88,4.7,0.6,4.3
