time,month,pressure_bin,seawater_temperature,practical_salinity,density,site
2015-12-01,12,275,5.24,34.20,1028.29,GA
2015-12-01,12,325,4.68,34.15,1028.55,GA
2015-12-01,12,375,4.36,34.14,1028.80,GA
2015-12-01,12,425,4.13,34.14,1029.06,GA
2015-12-01,12,475,3.92,34.14,1029.32,GA
2015-12-01,12,525,3.70,34.15,1029.58,GA
2015-12-01,12,575,3.51,34.16,1029.84,GA
2015-12-01,12,625,3.34,34.17,1030.10,GA
2015-12-01,12,675,3.21,34.19,1030.36,GA
2015-12-01,12,725,3.13,34.22,1030.62,GA
2015-12-01,12,775,3.06,34.25,1030.88,GA
2015-12-01,12,825,3.00,34.28,1031.14,GA
2015-12-01,12,875,2.95,34.31,1031.40,GA
2015-12-01,12,925,2.90,34.34,1031.66,GA
2015-12-01,12,975,2.87,34.37,1031.92,GA
2015-12-01,12,1025,2.84,34.40,1032.18,GA
2015-12-01,12,1075,2.81,34.43,1032.44,GA
2015-12-01,12,1125,2.78,34.46,1032.69,GA
2015-12-01,12,1175,2.75,34.49,1032.95,GA
2015-12-01,12,1225,2.73,34.51,1033.20,GA
2015-12-01,12,1275,2.72,34.54,1033.45,GA
2015-12-01,12,1325,2.71,34.56,1033.69,GA
2015-12-01,12,1375,2.70,34.58,1033.94,GA
2015-12-01,12,1425,2.69,34.60,1034.19,GA
2015-12-01,12,1475,2.68,34.62,1034.43,GA
2015-12-01,12,1525,2.67,34.64,1034.67,GA
2015-12-01,12,1575,2.67,34.66,1034.92,GA
2015-12-01,12,1625,2.66,34.67,1035.16,GA
2015-12-01,12,1675,2.66,34.69,1035.39,GA
2015-12-01,12,1725,2.66,34.71,1035.63,GA
2015-12-01,12,1775,2.66,34.72,1035.87,GA
2015-12-01,12,1825,2.65,34.73,1036.11,GA
2015-12-01,12,1875,2.65,34.74,1036.34,GA
2015-12-01,12,1925,2.63,34.75,1036.58,GA
2015-12-01,12,1975,2.62,34.76,1036.81,GA
2015-12-01,12,2025,2.60,34.77,1037.04,GA
2015-12-01,12,2075,2.58,34.78,1037.28,GA
2015-12-01,12,2125,2.56,34.78,1037.51,GA
2015-12-01,12,2175,2.53,34.79,1037.74,GA
2015-12-01,12,2225,2.50,34.79,1037.97,GA
2015-12-01,12,2275,2.46,34.80,1038.20,GA
2015-12-01,12,2325,2.42,34.79,1038.43,GA
2015-12-01,12,2375,2.37,34.79,1038.66,GA
2015-12-01,12,2425,2.32,34.79,1038.89,GA
2015-12-01,12,2475,2.27,34.79,1039.12,GA
2015-12-01,12,2525,2.21,34.79,1039.35,GA
2015-12-01,12,2575,2.17,34.79,1039.53,GA
2016-01-01,1,5,13.17,34.44,1025.97,GA
2016-01-01,1,15,12.83,34.43,1026.05,GA
2016-01-01,1,25,12.67,34.43,1026.11,GA
2016-01-01,1,35,12.81,34.45,1026.18,GA
2016-01-01,1,45,11.87,34.43,1026.36,GA
2016-01-01,1,55,10.64,34.47,1026.69,GA
2016-01-01,1,65,10.30,34.44,1026.74,GA
2016-01-01,1,75,8.91,34.48,1027.08,GA
2016-01-01,1,85,8.81,34.45,1027.09,GA
2016-01-01,1,95,8.23,34.47,1027.27,GA
2016-01-01,1,105,8.03,34.45,1027.30,GA
2016-01-01,1,125,8.12,34.52,1027.46,GA
2016-01-01,1,135,7.63,34.45,1027.50,GA
2016-01-01,1,185,6.89,34.38,1027.79,GA
2016-01-01,1,195,6.68,34.36,1027.84,GA
2016-01-01,1,205,6.52,34.33,1027.89,GA
2016-01-01,1,215,6.42,34.33,1027.95,GA
2016-01-01,1,225,6.30,34.32,1028.00,GA
2016-01-01,1,235,5.98,34.28,1028.06,GA
2016-01-01,1,245,5.80,34.26,1028.12,GA
2016-01-01,1,275,5.30,34.21,1028.28,GA
2016-01-01,1,325,4.73,34.16,1028.54,GA
2016-01-01,1,375,4.40,34.14,1028.80,GA
2016-01-01,1,425,4.16,34.14,1029.06,GA
2016-01-01,1,475,3.94,34.14,1029.32,GA
2016-01-01,1,525,3.73,34.15,1029.57,GA
2016-01-01,1,575,3.54,34.16,1029.83,GA
2016-01-01,1,625,3.38,34.17,1030.09,GA
2016-01-01,1,675,3.27,34.19,1030.35,GA
2016-01-01,1,725,3.17,34.21,1030.61,GA
2016-01-01,1,775,3.10,34.24,1030.87,GA
2016-01-01,1,825,3.04,34.27,1031.13,GA
2016-01-01,1,875,2.98,34.30,1031.39,GA
2016-01-01,1,925,2.94,34.33,1031.65,GA
2016-01-01,1,975,2.92,34.36,1031.91,GA
2016-01-01,1,1025,2.89,34.39,1032.17,GA
2016-01-01,1,1075,2.86,34.42,1032.42,GA
2016-01-01,1,1125,2.83,34.45,1032.68,GA
2016-01-01,1,1175,2.81,34.47,1032.93,GA
2016-01-01,1,1225,2.78,34.50,1033.18,GA
2016-01-01,1,1275,2.76,34.53,1033.43,GA
2016-01-01,1,1325,2.75,34.55,1033.68,GA
2016-01-01,1,1375,2.74,34.57,1033.93,GA
2016-01-01,1,1425,2.74,34.59,1034.17,GA
2016-01-01,1,1475,2.73,34.61,1034.42,GA
2016-01-01,1,1525,2.72,34.63,1034.66,GA
2016-01-01,1,1575,2.71,34.65,1034.90,GA
2016-01-01,1,1625,2.71,34.67,1035.14,GA
2016-01-01,1,1675,2.70,34.68,1035.38,GA
2016-01-01,1,1725,2.70,34.70,1035.62,GA
2016-01-01,1,1775,2.69,34.71,1035.86,GA
2016-01-01,1,1825,2.68,34.72,1036.10,GA
2016-01-01,1,1875,2.68,34.74,1036.33,GA
2016-01-01,1,1925,2.68,34.75,1036.57,GA
2016-01-01,1,1975,2.66,34.76,1036.80,GA
2016-01-01,1,2025,2.64,34.77,1037.04,GA
2016-01-01,1,2075,2.63,34.78,1037.27,GA
2016-01-01,1,2125,2.62,34.78,1037.50,GA
2016-01-01,1,2175,2.60,34.79,1037.73,GA
2016-01-01,1,2225,2.57,34.79,1037.96,GA
2016-01-01,1,2275,2.53,34.80,1038.20,GA
2016-01-01,1,2325,2.49,34.80,1038.43,GA
2016-01-01,1,2375,2.45,34.80,1038.66,GA
2016-01-01,1,2425,2.43,34.80,1038.89,GA
2016-01-01,1,2475,2.40,34.81,1039.11,GA
2016-01-01,1,2525,2.35,34.80,1039.34,GA
2016-01-01,1,2575,2.32,34.80,1039.52,GA
2016-02-01,2,5,13.46,34.33,1025.83,GA
2016-02-01,2,15,13.69,34.37,1025.83,GA
2016-02-01,2,25,13.39,34.38,1025.93,GA
2016-02-01,2,35,12.45,34.43,1026.24,GA
2016-02-01,2,45,12.13,34.44,1026.31,GA
2016-02-01,2,55,11.28,34.49,1026.60,GA
2016-02-01,2,65,11.25,34.48,1026.61,GA
2016-02-01,2,75,9.65,34.51,1026.99,GA
2016-02-01,2,85,9.70,34.50,1026.98,GA
2016-02-01,2,95,8.76,34.52,1027.23,GA
2016-02-01,2,105,8.68,34.51,1027.25,GA
2016-02-01,2,125,8.27,34.53,1027.45,GA
2016-02-01,2,135,8.17,34.52,1027.47,GA
2016-02-01,2,185,7.07,34.38,1027.77,GA
2016-02-01,2,195,6.86,34.37,1027.83,GA
2016-02-01,2,205,6.73,34.36,1027.88,GA
2016-02-01,2,215,6.40,34.32,1027.95,GA
2016-02-01,2,225,6.05,34.28,1028.01,GA
2016-02-01,2,235,5.81,34.26,1028.07,GA
2016-02-01,2,245,5.61,34.24,1028.13,GA
2016-02-01,2,275,5.12,34.19,1028.29,GA
2016-02-01,2,325,4.58,34.15,1028.56,GA
2016-02-01,2,375,4.26,34.14,1028.82,GA
2016-02-01,2,425,4.00,34.14,1029.07,GA
2016-02-01,2,475,3.77,34.14,1029.33,GA
2016-02-01,2,525,3.56,34.15,1029.59,GA
2016-02-01,2,575,3.39,34.16,1029.85,GA
2016-02-01,2,625,3.26,34.18,1030.11,GA
2016-02-01,2,675,3.16,34.20,1030.37,GA
2016-02-01,2,725,3.08,34.23,1030.64,GA
2016-02-01,2,775,3.01,34.26,1030.90,GA
2016-02-01,2,825,2.96,34.29,1031.16,GA
2016-02-01,2,875,2.91,34.32,1031.42,GA
2016-02-01,2,925,2.88,34.35,1031.68,GA
2016-02-01,2,975,2.85,34.38,1031.94,GA
2016-02-01,2,1025,2.83,34.41,1032.19,GA
2016-02-01,2,1075,2.80,34.44,1032.45,GA
2016-02-01,2,1125,2.77,34.47,1032.70,GA
2016-02-01,2,1175,2.75,34.50,1032.96,GA
2016-02-01,2,1225,2.73,34.52,1033.21,GA
2016-02-01,2,1275,2.71,34.55,1033.46,GA
2016-02-01,2,1325,2.70,34.57,1033.70,GA
2016-02-01,2,1375,2.69,34.59,1033.95,GA
2016-02-01,2,1425,2.69,34.61,1034.20,GA
2016-02-01,2,1475,2.67,34.63,1034.44,GA
2016-02-01,2,1525,2.66,34.65,1034.68,GA
2016-02-01,2,1575,2.65,34.66,1034.92,GA
2016-02-01,2,1625,2.64,34.68,1035.16,GA
2016-02-01,2,1675,2.64,34.70,1035.40,GA
2016-02-01,2,1725,2.64,34.71,1035.64,GA
2016-02-01,2,1775,2.63,34.72,1035.88,GA
2016-02-01,2,1825,2.63,34.74,1036.11,GA
2016-02-01,2,1875,2.62,34.75,1036.35,GA
2016-02-01,2,1925,2.60,34.76,1036.58,GA
2016-02-01,2,1975,2.58,34.76,1036.82,GA
2016-02-01,2,2025,2.55,34.77,1037.05,GA
2016-02-01,2,2075,2.52,34.77,1037.28,GA
2016-02-01,2,2125,2.49,34.78,1037.52,GA
2016-02-01,2,2175,2.45,34.78,1037.75,GA
2016-02-01,2,2225,2.42,34.78,1037.98,GA
2016-02-01,2,2275,2.38,34.79,1038.21,GA
2016-02-01,2,2325,2.35,34.79,1038.44,GA
2016-02-01,2,2375,2.31,34.79,1038.67,GA
2016-02-01,2,2425,2.26,34.79,1038.90,GA
2016-02-01,2,2475,2.20,34.79,1039.13,GA
2016-02-01,2,2525,2.15,34.78,1039.36,GA
2016-02-01,2,2575,2.10,34.78,1039.53,GA
2016-03-01,3,5,13.73,34.50,1025.90,GA
2016-03-01,3,15,15.06,34.59,1025.69,GA
2016-03-01,3,25,14.99,34.58,1025.73,GA
2016-03-01,3,35,12.23,34.52,1026.35,GA
2016-03-01,3,45,14.14,34.55,1025.99,GA
2016-03-01,3,55,12.15,34.69,1026.58,GA
2016-03-01,3,65,12.21,34.64,1026.54,GA
2016-03-01,3,75,10.99,34.73,1026.92,GA
2016-03-01,3,85,10.77,34.65,1026.91,GA
2016-03-01,3,95,10.02,34.68,1027.15,GA
2016-03-01,3,105,9.79,34.65,1027.17,GA
2016-03-01,3,125,9.09,34.62,1027.40,GA
2016-03-01,3,135,8.95,34.61,1027.42,GA
2016-03-01,3,175,6.73,34.34,1027.76,GA
2016-03-01,3,185,7.32,34.42,1027.77,GA
2016-03-01,3,195,7.13,34.40,1027.82,GA
2016-03-01,3,205,6.94,34.37,1027.87,GA
2016-03-01,3,215,6.92,34.38,1027.92,GA
2016-03-01,3,225,6.47,34.32,1027.99,GA
2016-03-01,3,235,6.39,34.32,1028.04,GA
2016-03-01,3,245,5.97,34.27,1028.11,GA
2016-03-01,3,275,5.43,34.23,1028.28,GA
2016-03-01,3,325,4.85,34.17,1028.54,GA
2016-03-01,3,375,4.49,34.15,1028.80,GA
2016-03-01,3,425,4.22,34.15,1029.06,GA
2016-03-01,3,475,3.98,34.15,1029.31,GA
2016-03-01,3,525,3.76,34.15,1029.57,GA
2016-03-01,3,575,3.57,34.16,1029.83,GA
2016-03-01,3,625,3.40,34.18,1030.10,GA
2016-03-01,3,675,3.26,34.20,1030.36,GA
2016-03-01,3,725,3.16,34.22,1030.62,GA
2016-03-01,3,775,3.09,34.25,1030.88,GA
2016-03-01,3,825,3.04,34.28,1031.14,GA
2016-03-01,3,875,2.99,34.31,1031.40,GA
2016-03-01,3,925,2.94,34.34,1031.66,GA
2016-03-01,3,975,2.90,34.37,1031.92,GA
2016-03-01,3,1025,2.87,34.40,1032.18,GA
2016-03-01,3,1075,2.84,34.44,1032.44,GA
2016-03-01,3,1125,2.81,34.47,1032.69,GA
2016-03-01,3,1175,2.79,34.49,1032.95,GA
2016-03-01,3,1225,2.78,34.52,1033.20,GA
2016-03-01,3,1275,2.77,34.55,1033.45,GA
2016-03-01,3,1325,2.76,34.57,1033.70,GA
2016-03-01,3,1375,2.75,34.59,1033.94,GA
2016-03-01,3,1425,2.74,34.61,1034.19,GA
2016-03-01,3,1475,2.73,34.63,1034.43,GA
2016-03-01,3,1525,2.72,34.65,1034.67,GA
2016-03-01,3,1575,2.71,34.67,1034.92,GA
2016-03-01,3,1625,2.71,34.68,1035.16,GA
2016-03-01,3,1675,2.70,34.70,1035.40,GA
2016-03-01,3,1725,2.69,34.71,1035.63,GA
2016-03-01,3,1775,2.69,34.73,1035.87,GA
2016-03-01,3,1825,2.70,34.74,1036.11,GA
2016-03-01,3,1875,2.71,34.76,1036.34,GA
2016-03-01,3,1925,2.72,34.77,1036.58,GA
2016-03-01,3,1975,2.71,34.78,1036.81,GA
2016-03-01,3,2025,2.68,34.79,1037.05,GA
2016-03-01,3,2075,2.66,34.79,1037.28,GA
2016-03-01,3,2125,2.63,34.80,1037.51,GA
2016-03-01,3,2175,2.60,34.80,1037.74,GA
2016-03-01,3,2225,2.56,34.80,1037.97,GA
2016-03-01,3,2275,2.52,34.81,1038.20,GA
2016-03-01,3,2325,2.48,34.81,1038.43,GA
2016-03-01,3,2375,2.45,34.81,1038.66,GA
2016-03-01,3,2425,2.41,34.81,1038.89,GA
2016-03-01,3,2475,2.36,34.81,1039.12,GA
2016-03-01,3,2525,2.32,34.81,1039.35,GA
2016-03-01,3,2575,2.27,34.80,1039.53,GA
