time,CE02 pCO2 Atm,CE02 pCO2 Sea,CE02 CO2 Flux,CE02 SST,CE02 Sal,CE02 Wind,CE02 Chl,CE02 CDOM,CP01 pCO2 Atm,CP01 pCO2 Sea,CP01 CO2 Flux,CP01 SST,CP01 Sal,CP01 Wind,CP01 Chl,CP01 CDOM,CP03 pCO2 Atm,CP03 pCO2 Sea,CP03 CO2 Flux,CP03 SST,CP03 Sal,CP03 Wind,CP03 Chl,CP03 CDOM
2016-01-03,411.078,364.732,-0.075,10.152,30.817,7.785,1.129,2.692,403.561,366.435,-0.063,13.134,34.196,7.776,,,405.942,388.147,-0.027,11.871,33.539,7.742,0.903,2.589
2016-01-07,403.169,378.313,-0.028,11.089,32.152,6.526,1.194,1.959,407.261,362.923,-0.06,14.595,35.045,6.445,,,410.642,395.532,-0.018,11.299,33.435,6.075,0.68,2.526
2016-01-11,404.908,377.065,-0.035,10.905,32.026,6.88,0.944,1.971,399.831,370.973,-0.053,13.78,34.774,8.228,,,402.244,388.987,-0.019,11.247,33.529,7.625,0.76,2.521
2016-01-15,398.37,380.823,-0.029,11.22,32.077,7.968,0.957,1.905,400.759,370.958,-0.069,12.699,34.419,8.857,,,403.126,387.357,-0.031,10.983,33.603,8.52,0.678,2.587
2016-01-19,398.903,388.829,-0.015,11.327,32.229,7.523,0.93,1.82,402.644,370.002,-0.099,11.232,33.924,10.459,,,404.937,383.58,-0.065,9.601,33.162,10.066,0.911,2.919
2016-01-23,398.635,389.79,-0.011,11.308,32.241,6.723,0.984,1.782,402.049,370.7,-0.091,10.596,33.834,10.415,,,402.658,386.837,-0.03,9.622,33.417,9.889,0.652,2.643
2016-01-27,401.922,389.216,-0.018,11.375,32.328,7.213,1.161,1.711,404.014,372.197,-0.025,10.712,33.874,5.275,,,406.738,393.858,-0.009,8.535,33.159,5.222,0.584,2.685
2016-01-31,402.063,388.535,-0.01,11.246,32.231,5.512,1.215,1.732,402.316,370.608,-0.04,9.754,33.513,6.427,,,404.76,393.062,-0.015,7.606,32.922,6.468,0.551,2.87
2016-02-04,403.486,383.949,-0.034,10.987,31.614,8.029,1.093,2.055,402.359,368.839,-0.054,9.969,33.563,7.422,,,418.319,402.75,-0.019,7.509,32.858,6.404,0.644,2.773
2016-02-08,407.569,388.72,-0.013,11.172,31.959,4.978,0.944,1.844,401.667,372.873,-0.058,11.7,34.406,8.3,,,404.801,385.91,-0.031,8.634,33.186,7.735,0.648,2.617
2016-02-12,405.884,376.201,-0.027,11.234,31.606,5.59,1.289,1.977,402.753,375.642,-0.059,13.943,35.336,8.288,,,405.375,393.094,-0.026,8.805,33.324,7.695,0.648,2.622
2016-02-16,401.038,368.201,-0.036,11.239,32.104,6.457,1.687,1.764,411.154,367.939,-0.074,10.657,34.339,7.973,,,424.173,399.502,-0.135,7.606,33.155,8.218,0.576,2.589
2016-02-20,399.959,388.007,-0.023,11.299,32.41,8.332,1.061,1.652,406.512,368.29,-0.051,8.635,33.605,7.009,,,409.435,387.171,-0.042,7.779,33.199,6.7,0.736,2.301
2016-02-24,406.767,368.977,-0.017,11.334,32.184,3.954,1.522,1.689,400.65,374.583,-0.05,10.864,34.325,8.911,,,402.725,375.499,-0.043,8.005,33.14,7.587,0.996,2.418
2016-02-28,403.045,339.446,-0.075,11.457,32.029,6.717,2.061,1.742,401.422,371.691,-0.068,9.233,33.813,9.354,,,402.283,376.263,-0.055,8.174,33.261,8.969,0.811,2.538
2016-03-03,399.13,379.073,-0.043,11.412,32.395,9.133,1.001,1.635,402.389,360.691,-0.076,8.693,33.615,8.058,,,403.055,363.313,-0.065,8.391,33.387,7.646,1.073,2.334
2016-03-07,397.377,372.094,-0.036,11.367,32.35,7.386,1.186,1.631,406.216,366.565,-0.042,8.183,33.492,5.15,,,406.838,375.183,-0.034,7.243,33.053,4.769,0.838,2.21
2016-03-11,397.93,380.908,-0.05,11.337,32.345,9.442,0.986,1.651,405.065,370.134,-0.028,9.514,33.848,5.358,,,404.919,385.906,-0.013,7.524,33.012,4.872,0.855,2.334
2016-03-15,401.509,383.392,-0.026,11.377,32.266,7.767,0.882,1.632,400.477,378.61,-0.032,10.725,34.384,7.62,,,399.706,378.742,-0.025,7.817,33.13,6.489,0.988,2.241
2016-03-19,401.259,352.158,-0.045,11.726,30.342,5.624,1.589,2.077,400.94,357.278,-0.057,13.64,35.355,6.489,,,399.399,375.183,-0.029,7.898,33.143,5.859,0.983,2.138
2016-03-23,402.03,361.493,-0.052,11.518,32.061,7.068,1.69,1.691,401.68,371.856,-0.09,11.96,34.701,9.04,,,398.95,365.919,-0.064,10,33.981,8.252,1.018,1.932
2016-03-27,403.527,340.727,-0.042,11.84,31.453,4.763,1.999,1.877,401.445,369.832,-0.035,9.443,33.721,6.284,,,397.999,371.411,-0.025,8.569,33.311,5.933,1.906,1.978
2016-03-31,405.698,322.648,-0.058,12.227,30.582,4.831,1.467,2.009,399.675,361.318,-0.075,10.409,34.06,8.347,,,395.084,376.9,-0.029,7.932,33.07,7.921,1.593,2.162
2016-04-04,404.515,321.335,-0.048,12.373,30.907,4.343,1.455,2.021,394.457,367.524,-0.069,11.633,34.502,9.017,,,393.223,369.529,-0.049,8.242,33.125,7.933,1.604,2.224
2016-04-08,402.214,290.67,-0.1,12.451,29.865,5.742,1.616,2.149,,,,,,,,,394.189,367.756,-0.037,8.252,33.22,6.757,0.921,2.18
2016-04-12,402.088,355.176,-0.052,11.444,31.702,5.375,1.406,2.636,,,,,,,,,396.876,354.752,-0.05,8.21,33.163,6.545,1.178,2.039
2016-04-16,403.927,338.518,-0.07,11.739,31.659,5.637,1.179,2.418,,,,,,,,,397.386,363.872,-0.067,7.958,33.071,8.348,0.812,1.981
2016-04-20,406.645,338.822,-0.02,13.245,30.813,2.921,1.229,3.384,,,,,,,,,394.166,373.59,,8.2,33.075,,0.502,2.01
2016-04-24,402.206,339.669,-0.062,12.691,31.388,6.047,0.958,2.815,,,,,,,,,390.321,362.079,,8.376,32.912,,1.202,2.193
2016-04-28,404.56,330.96,-0.039,13.199,30.809,4.132,1.143,2.799,,,,,,,,,388.784,361.09,,8.477,32.91,,1.515,2.072
2016-05-02,402.962,342.484,-0.073,12.415,31.273,6,1.325,2.329,,,,,,,,,389.128,362.231,,8.415,32.857,,1.137,2.323
2016-05-06,399.528,391.976,-0.03,11.259,32.027,8.107,1.702,1.954,,,,,,,,,382.766,384.116,,8.319,32.927,,0.711,2.177
2016-05-10,403.315,404.17,0.026,10.654,32.424,5.919,3.317,1.893,,,,,,,,,387.64,384.296,,8.936,32.963,,0.81,1.899
2016-05-14,398.118,284.457,-0.037,12.126,31.634,3.276,5.132,2.192,410.834,346.086,-0.072,,,5.416,2.144,1.969,386.197,401.206,,10.777,32.961,,1.32,1.889
2016-05-18,407.034,335.07,-0.036,11.703,31.564,4.39,2.93,2.3,410.345,320.827,-0.121,,,6.611,2.013,2.057,,,,,,,,
2016-05-22,407.502,286.845,-0.112,12.599,30.54,4.846,0.99,2.622,408.516,320.545,-0.049,,,4.11,1.101,2.048,,,,,,,,
2016-05-26,409.497,228.498,-0.105,13.539,29.634,4.344,1.911,2.846,410.839,325.884,-0.051,,,4.628,1.066,2.056,,,,,,,,
2016-05-30,410.872,258.323,-0.129,13.024,31.424,5.248,2.611,2.405,406.524,338.894,-0.038,,,4.239,1.004,2.038,393.749,360.003,-0.016,13.729,32.805,4.109,0.563,1.584
2016-06-03,409.417,270.897,-0.097,13.118,31.358,4.813,1.766,2.572,406.515,357.309,-0.025,,,3.851,0.834,1.975,393.631,366.943,-0.014,14.811,32.762,3.821,0.63,1.571
2016-06-07,403.713,306.431,-0.09,12.004,32.179,5.351,7.71,2.404,406.483,369.85,-0.026,,,5.192,0.711,1.797,392.596,374.191,-0.015,15.353,32.637,5.383,0.556,1.459
2016-06-11,409.684,230.961,-0.133,12.57,31.879,4.906,8.862,2.496,401.141,346.219,,,,10.319,0.784,1.944,388.904,346.665,-0.046,13.521,32.577,6.324,0.605,1.604
2016-06-15,407.451,241.015,-0.102,13.591,31.273,4.636,3.718,2.779,400.302,351.621,,,,,1.074,2.187,387.06,340.764,-0.045,14.131,32.561,5.61,0.663,1.733
2016-06-19,408.126,246.189,-0.116,14.887,30.579,4.835,0.658,2.672,403.648,361.932,,,,,0.594,1.868,390.865,360.809,-0.008,15.131,32.539,2.966,0.634,1.878
2016-06-23,405.137,295.322,-0.064,13.544,31.757,4.187,3.16,2.666,398.379,368.041,,,,,0.731,1.859,386.413,370.561,-0.008,15.926,32.438,4.029,0.584,1.773
2016-06-27,404.608,322.484,-0.091,12.36,32.438,6.046,7.111,2.564,397.821,365.99,,,,,0.558,1.827,385.743,364.452,-0.006,16.808,32.702,3.54,0.613,1.695
2016-07-01,404.72,402.951,0.024,10.661,33.002,5.812,10.168,2.242,398.358,379.264,,,,,0.642,1.782,385.735,378.499,-0.002,18.624,32.628,3.947,0.726,1.683
2016-07-05,402.126,333.887,-0.062,11.757,32.541,5.374,8.97,2.557,393.138,368.618,,,,,0.82,1.738,379.97,395.994,0.008,19.67,32.509,4.419,0.535,1.498
2016-07-09,398.964,289.937,-0.108,13.964,31.828,5.669,5.485,2.567,400.358,368.186,,,,,0.698,1.595,388.278,363.487,-0.023,19.537,32.523,4.434,0.88,1.64
