time,CE01 Salinity,CE01 Temperature,CE01 Pressure,CE01 Density,GI Salinity,GI Temperature,GI Pressure,GI Density,GP Salinity,GP Temperature,GP Pressure,GP Density,CP04 Salinity,CP04 Temperature,CP04 Pressure,CP04 Density,CE01 DenCS,CE01 DenCT,GI DenCS,GI DenCT,GP DenCS,GP DenCT,CP04 DenCS,CP04 DenCT,CE01 MeanS,CE01 MeanT,GI MeanS,GI MeanT,GP MeanS,GP MeanT,CP04 MeanS,CP04 MeanT
2018-07-10 09:00:00,33.339,10.972,7.490,1025.525,34.827,6.597,34.810,1027.500,32.460,8.902,39.559,1025.330,34.461,21.527,7.257,1023.976,1025.179,1025.567,1027.500,1027.581,1025.195,1025.002,1023.580,1024.942,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 10:00:00,33.221,11.323,7.474,1025.370,34.826,6.612,34.867,1027.498,32.425,8.887,39.259,1025.303,34.356,21.469,7.231,1023.912,1025.116,1025.475,1027.498,1027.581,1025.196,1024.973,1023.596,1024.861,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 11:00:00,33.171,11.270,7.459,1025.337,34.827,6.616,35.053,1027.499,32.459,8.088,38.760,1025.447,34.358,21.498,7.242,1023.905,1025.126,1025.436,1027.498,1027.582,1025.314,1024.997,1023.588,1024.863,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 12:00:00,33.208,10.683,7.492,1025.474,34.826,6.620,35.449,1027.499,32.403,8.257,38.280,1025.376,34.378,21.524,7.257,1023.913,1025.230,1025.465,1027.500,1027.583,1025.286,1024.951,1023.581,1024.878,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 13:00:00,33.300,10.475,7.504,1025.582,34.827,6.614,35.689,1027.501,32.436,8.688,38.285,1025.338,34.388,21.526,7.236,1023.920,1025.266,1025.537,1027.501,1027.585,1025.222,1024.977,1023.580,1024.886,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 14:00:00,33.287,10.331,7.471,1025.597,34.827,6.586,35.912,1027.506,32.426,9.077,38.125,1025.269,34.395,21.563,7.209,1023.916,1025.290,1025.527,1027.506,1027.586,1025.161,1024.969,1023.570,1024.892,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 15:00:00,33.223,10.912,7.509,1025.442,34.828,6.565,36.057,1027.511,32.414,9.238,38.317,1025.236,34.427,21.598,7.212,1023.930,1025.190,1025.477,1027.510,1027.588,1025.137,1024.960,1023.560,1024.916,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 16:00:00,32.934,11.945,7.495,1025.031,34.828,6.554,36.132,1027.513,32.417,9.438,39.428,1025.211,34.498,21.728,7.221,1023.948,1025.002,1025.252,1027.512,1027.588,1025.110,1024.967,1023.524,1024.970,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 17:00:00,33.105,11.432,7.492,1025.260,34.830,6.545,36.168,1027.515,32.417,9.591,39.422,1025.186,34.580,21.756,7.205,1024.002,1025.097,1025.385,1027.513,1027.589,1025.085,1024.968,1023.516,1025.033,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 18:00:00,33.202,11.086,7.507,1025.399,34.830,6.551,36.100,1027.514,32.397,9.590,39.696,1025.173,34.613,21.770,7.169,1024.023,1025.159,1025.461,1027.512,1027.589,1025.087,1024.954,1023.512,1025.058,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 19:00:00,33.275,10.919,7.481,1025.486,34.844,6.342,36.354,1027.554,32.409,9.566,39.914,1025.186,34.631,21.830,7.185,1024.021,1025.188,1025.518,1027.541,1027.601,1025.091,1024.963,1023.496,1025.072,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 20:00:00,33.383,10.634,7.497,1025.619,34.834,6.428,36.618,1027.536,32.421,9.315,39.919,1025.236,34.649,22.105,7.149,1023.957,1025.238,1025.602,1027.531,1027.595,1025.132,1024.973,1023.419,1025.086,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 21:00:00,33.198,11.340,7.506,1025.347,34.836,6.410,36.884,1027.542,32.425,9.370,39.913,1025.230,34.636,22.150,7.164,1023.935,1025.113,1025.458,1027.534,1027.598,1025.123,1024.976,1023.407,1025.076,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 22:00:00,33.275,11.019,7.474,1025.467,34.832,6.403,37.936,1027.545,32.470,8.833,39.813,1025.349,34.625,22.110,7.187,1023.938,1025.171,1025.517,1027.540,1027.599,1025.207,1025.011,1023.418,1025.068,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-10 23:00:00,33.108,11.483,7.458,1025.250,34.827,6.304,39.405,1027.560,32.417,8.835,39.250,1025.305,34.609,22.168,7.213,1023.909,1025.087,1025.387,1027.560,1027.602,1025.204,1024.967,1023.402,1025.055,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 00:00:00,33.011,12.039,7.472,1025.075,34.812,6.238,40.931,1027.564,32.469,8.315,38.993,1025.423,34.538,22.154,7.234,1023.860,1024.985,1025.312,1027.576,1027.597,1025.281,1025.006,1023.406,1025.001,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 01:00:00,33.151,11.368,7.479,1025.306,34.792,6.179,40.902,1027.556,32.451,8.000,39.143,1025.455,34.518,22.090,7.244,1023.862,1025.108,1025.421,1027.583,1027.581,1025.328,1024.993,1023.424,1024.986,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 02:00:00,33.213,11.060,7.480,1025.409,34.789,6.150,39.092,1027.549,32.472,8.429,39.261,1025.410,34.534,21.986,7.208,1023.904,1025.164,1025.470,1027.579,1027.571,1025.266,1025.010,1023.453,1024.998,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 03:00:00,33.417,9.791,7.518,1025.789,34.789,6.139,37.603,1027.544,32.362,9.365,39.541,1025.180,34.419,22.018,7.217,1023.808,1025.381,1025.629,1027.573,1027.564,1025.122,1024.925,1023.444,1024.910,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 04:00:00,33.473,9.416,7.416,1025.894,34.789,6.158,36.642,1027.537,32.429,9.475,39.995,1025.217,34.381,21.984,7.212,1023.788,1025.442,1025.672,1027.567,1027.560,1025.107,1024.980,1023.453,1024.880,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 05:00:00,33.496,9.352,7.573,1025.923,34.796,6.208,36.018,1027.533,32.404,9.665,40.361,1025.168,34.347,21.961,7.199,1023.768,1025.453,1025.690,1027.557,1027.562,1025.077,1024.961,1023.459,1024.855,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 06:00:00,33.541,9.115,7.514,1025.995,34.801,6.294,35.891,1027.525,32.413,9.653,40.559,1025.179,34.310,21.956,7.227,1023.742,1025.490,1025.725,1027.545,1027.565,1025.080,1024.970,1023.461,1024.827,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 07:00:00,33.560,8.968,7.376,1026.033,34.808,6.333,35.749,1027.525,32.421,9.395,40.641,1025.226,34.330,21.938,7.207,1023.762,1025.512,1025.739,1027.539,1027.570,1025.122,1024.976,1023.466,1024.842,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 08:00:00,33.570,9.038,7.542,1026.030,34.802,6.294,35.644,1027.525,32.420,9.132,40.639,1025.268,34.437,21.955,7.199,1023.838,1025.502,1025.748,1027.544,1027.565,1025.164,1024.976,1023.461,1024.923,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 09:00:00,33.499,9.508,7.512,1025.898,34.812,6.380,35.770,1027.521,32.417,9.103,40.180,1025.267,34.465,21.979,7.220,1023.853,1025.427,1025.692,1027.533,1027.573,1025.166,1024.971,1023.454,1024.945,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 10:00:00,33.613,8.593,7.366,1026.133,34.820,6.408,36.565,1027.528,32.439,8.726,39.580,1025.340,34.526,22.007,7.202,1023.892,1025.570,1025.780,1027.533,1027.584,1025.222,1024.985,1023.447,1024.992,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 11:00:00,33.642,8.802,7.543,1026.123,34.819,6.413,37.908,1027.533,32.414,9.437,38.824,1025.207,34.505,21.999,7.200,1023.878,1025.539,1025.804,1027.539,1027.589,1025.107,1024.963,1023.449,1024.976,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 12:00:00,33.735,8.369,7.451,1026.263,34.820,6.419,38.949,1027.537,32.450,8.904,38.409,1025.316,34.525,22.020,7.230,1023.888,1025.604,1025.876,1027.543,1027.594,1025.189,1024.989,1023.443,1024.991,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 13:00:00,33.667,8.822,7.322,1026.139,34.820,6.412,38.905,1027.538,32.451,8.090,38.258,1025.438,34.588,21.999,7.239,1023.941,1025.535,1025.822,1027.543,1027.594,1025.311,1024.989,1023.449,1025.039,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 14:00:00,33.667,8.794,7.401,1026.144,34.825,6.447,37.709,1027.532,32.448,7.558,37.766,1025.510,34.623,22.006,7.206,1023.965,1025.539,1025.823,1027.533,1027.593,1025.385,1024.984,1023.447,1025.066,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 15:00:00,33.719,8.456,7.417,1026.237,34.833,6.464,36.545,1027.531,32.426,8.723,38.103,1025.322,34.514,22.034,7.242,1023.875,1025.591,1025.863,1027.526,1027.594,1025.216,1024.968,1023.439,1024.983,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 16:00:00,33.675,8.732,7.394,1026.159,34.835,6.464,35.976,1027.530,32.384,9.824,38.604,1025.119,34.296,21.990,7.237,1023.722,1025.549,1025.829,1027.523,1027.593,1025.043,1024.938,1023.452,1024.815,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 17:00:00,33.639,8.985,7.538,1026.092,34.837,6.460,36.016,1027.532,32.376,10.223,38.853,1025.047,34.235,21.930,7.220,1023.692,1025.511,1025.801,1027.524,1027.594,1024.978,1024.933,1023.468,1024.769,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 18:00:00,33.722,8.381,7.493,1026.251,34.838,6.467,36.059,1027.532,32.396,9.950,39.459,1025.111,34.252,21.919,7.214,1023.708,1025.603,1025.866,1027.523,1027.595,1025.027,1024.951,1023.471,1024.782,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 19:00:00,33.769,8.301,7.529,1026.300,34.838,6.459,35.973,1027.532,32.413,9.738,39.728,1025.160,34.310,21.883,7.187,1023.762,1025.615,1025.902,1027.524,1027.595,1025.063,1024.966,1023.481,1024.826,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 20:00:00,33.786,8.258,7.469,1026.319,34.839,6.444,35.658,1027.534,32.411,9.379,39.910,1025.218,34.322,21.848,7.210,1023.781,1025.621,1025.915,1027.524,1027.594,1025.122,1024.965,1023.491,1024.836,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 21:00:00,33.782,8.275,7.496,1026.314,34.839,6.436,35.322,1027.534,32.434,9.062,40.104,1025.287,34.335,21.814,7.209,1023.800,1025.618,1025.913,1027.524,1027.593,1025.173,1024.984,1023.500,1024.846,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 22:00:00,33.768,8.331,7.361,1026.294,34.838,6.444,35.524,1027.532,32.418,9.167,39.864,1025.257,34.281,21.899,7.226,1023.736,1025.610,1025.901,1027.524,1027.593,1025.155,1024.970,1023.477,1024.804,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-11 23:00:00,33.584,9.608,7.574,1025.949,34.837,6.469,36.267,1027.532,32.444,8.867,39.832,1025.324,34.267,21.995,7.129,1023.698,1025.411,1025.758,1027.524,1027.596,1025.202,1024.991,1023.450,1024.793,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 00:00:00,33.688,8.701,7.325,1026.175,34.834,6.493,37.132,1027.530,32.439,8.516,39.278,1025.371,34.324,21.866,7.221,1023.777,1025.554,1025.839,1027.524,1027.597,1025.252,1024.984,1023.486,1024.837,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 01:00:00,33.752,8.461,7.372,1026.262,34.831,6.512,38.011,1027.529,32.440,8.873,39.180,1025.317,34.393,21.636,7.160,1023.893,1025.590,1025.889,1027.526,1027.599,1025.198,1024.985,1023.549,1024.889,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 02:00:00,33.782,8.392,7.532,1026.296,34.832,6.506,37.458,1027.529,32.437,8.837,39.202,1025.319,34.303,21.912,7.181,1023.749,1025.601,1025.913,1027.524,1027.597,1025.203,1024.982,1023.473,1024.821,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 03:00:00,33.812,8.374,7.338,1026.322,34.835,6.493,36.529,1027.528,32.432,8.570,39.407,1025.358,34.302,21.929,7.210,1023.743,1025.603,1025.935,1027.522,1027.595,1025.245,1024.979,1023.469,1024.820,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 04:00:00,33.817,8.331,7.555,1026.333,34.837,6.473,36.096,1027.531,32.433,8.596,39.625,1025.355,34.312,22.017,7.280,1023.727,1025.610,1025.940,1027.522,1027.595,1025.242,1024.981,1023.444,1024.828,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 05:00:00,33.805,8.427,7.519,1026.309,34.840,6.459,35.743,1027.533,32.404,9.782,40.129,1025.148,34.361,22.096,7.262,1023.741,1025.596,1025.931,1027.523,1027.595,1025.057,1024.961,1023.422,1024.866,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 06:00:00,33.802,8.456,7.527,1026.302,34.837,6.456,35.781,1027.531,32.418,9.351,40.690,1025.231,34.410,22.038,7.227,1023.795,1025.592,1025.928,1027.523,1027.593,1025.129,1024.974,1023.438,1024.903,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 07:00:00,33.807,8.412,7.620,1026.313,34.838,6.442,35.705,1027.534,32.394,9.947,40.921,1025.117,34.439,22.029,7.268,1023.820,1025.599,1025.932,1027.525,1027.594,1025.034,1024.956,1023.441,1024.926,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 08:00:00,33.822,8.272,7.422,1026.345,34.837,6.441,35.487,1027.532,32.402,9.527,40.846,1025.192,34.498,22.019,7.266,1023.867,1025.619,1025.943,1027.524,1027.592,1025.102,1024.963,1023.444,1024.970,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 09:00:00,33.804,8.404,7.501,1026.312,34.842,6.422,35.391,1027.538,32.427,9.107,40.593,1025.276,34.542,21.929,7.242,1023.926,1025.599,1025.930,1027.526,1027.595,1025.168,1024.980,1023.469,1025.004,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 10:00:00,33.788,8.458,7.318,1026.290,34.847,6.413,35.247,1027.543,32.428,9.061,40.187,1025.283,34.573,22.027,7.264,1023.922,1025.590,1025.917,1027.527,1027.599,1025.173,1024.980,1023.441,1025.028,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 11:00:00,33.791,8.386,7.357,1026.304,34.841,6.400,35.843,1027.542,32.465,8.004,39.525,1025.468,34.604,22.111,7.244,1023.922,1025.601,1025.919,1027.531,1027.597,1025.329,1025.006,1023.418,1025.052,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 12:00:00,33.821,8.200,7.447,1026.356,34.844,6.389,37.121,1027.552,32.452,8.297,38.591,1025.409,34.644,22.193,7.264,1023.929,1025.629,1025.943,1027.538,1027.605,1025.282,1024.991,1023.395,1025.082,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 13:00:00,33.829,8.148,7.430,1026.370,34.848,6.376,37.949,1027.561,32.413,8.727,38.218,1025.313,34.683,22.278,7.256,1023.935,1025.637,1025.949,1027.544,1027.612,1025.216,1024.959,1023.371,1025.112,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 14:00:00,33.835,8.094,7.461,1026.382,34.848,6.240,37.892,1027.578,32.437,8.582,37.846,1025.352,34.689,22.274,7.277,1023.941,1025.645,1025.954,1027.561,1027.611,1025.236,1024.976,1023.372,1025.117,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 15:00:00,33.845,8.031,7.328,1026.399,34.853,6.222,36.781,1027.579,32.479,8.134,38.054,1025.453,34.604,22.179,7.301,1023.903,1025.654,1025.961,1027.559,1027.610,1025.304,1025.010,1023.399,1025.052,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 16:00:00,33.852,7.996,7.462,1026.411,34.842,6.271,36.242,1027.562,32.410,9.185,37.897,1025.237,34.548,22.211,7.296,1023.851,1025.659,1025.967,1027.550,1027.599,1025.143,1024.955,1023.390,1025.009,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 17:00:00,33.847,8.054,7.322,1026.397,34.835,6.281,36.124,1027.555,32.398,9.845,38.462,1025.126,34.524,22.203,7.315,1023.835,1025.650,1025.963,1027.548,1027.594,1025.039,1024.949,1023.392,1024.991,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 18:00:00,33.857,7.985,7.367,1026.415,34.857,6.272,36.134,1027.573,32.396,9.744,38.916,1025.143,34.524,22.259,7.298,1023.820,1025.661,1025.970,1027.549,1027.611,1025.058,1024.949,1023.377,1024.990,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 19:00:00,33.862,7.964,7.375,1026.423,34.822,6.149,36.321,1027.562,32.397,9.935,39.695,1025.116,34.521,22.265,7.316,1023.816,1025.664,1025.975,1027.566,1027.584,1025.030,1024.953,1023.375,1024.989,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 20:00:00,33.846,8.202,7.640,1026.376,34.934,6.305,36.091,1027.629,32.427,9.337,40.141,1025.238,34.517,22.271,7.325,1023.812,1025.630,1025.963,1027.545,1027.671,1025.129,1024.978,1023.373,1024.986,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 21:00:00,33.860,7.968,7.368,1026.420,34.894,5.913,35.873,1027.647,32.407,9.345,40.044,1025.221,34.529,22.321,7.315,1023.806,1025.663,1025.973,1027.595,1027.639,1025.128,1024.963,1023.359,1024.995,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 22:00:00,33.867,7.912,7.324,1026.434,34.858,6.209,35.627,1027.579,32.446,8.922,40.106,1025.318,34.537,22.330,7.315,1023.810,1025.671,1025.978,1027.555,1027.609,1025.194,1024.993,1023.357,1025.001,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-12 23:00:00,33.860,8.020,7.416,1026.413,34.926,5.794,35.719,1027.687,32.423,8.812,39.994,1025.317,34.516,22.270,7.329,1023.811,1025.656,1025.973,1027.609,1027.664,1025.211,1024.975,1023.374,1024.985,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 00:00:00,33.864,7.923,7.289,1026.430,34.844,6.521,36.434,1027.531,32.358,9.154,39.623,1025.210,34.573,22.359,7.359,1023.829,1025.669,1025.976,1027.518,1027.601,1025.156,1024.922,1023.349,1025.028,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 01:00:00,33.882,7.790,7.221,1026.463,34.804,6.219,37.771,1027.545,32.444,8.917,39.285,1025.312,34.640,22.348,7.344,1023.883,1025.688,1025.989,1027.564,1027.576,1025.191,1024.988,1023.352,1025.080,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 02:00:00,33.876,7.852,7.325,1026.450,34.805,6.641,38.495,1027.494,32.456,7.350,39.019,1025.551,34.732,22.582,7.329,1023.886,1025.680,1025.985,1027.511,1027.581,1025.419,1024.996,1023.286,1025.150,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 03:00:00,33.847,8.439,7.434,1026.339,34.823,6.673,38.143,1027.502,32.465,7.505,39.081,1025.536,34.731,22.564,7.308,1023.890,1025.594,1025.963,1027.505,1027.593,1025.398,1025.003,1023.291,1025.149,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 04:00:00,33.851,8.324,7.456,1026.360,34.833,6.643,37.372,1027.510,32.344,8.928,39.388,1025.232,34.730,22.526,7.325,1023.900,1025.611,1025.966,1027.505,1027.597,1025.190,1024.910,1023.302,1025.148,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 05:00:00,33.851,8.350,7.476,1026.356,34.834,6.698,36.540,1027.500,32.358,9.453,39.618,1025.163,34.730,22.563,7.309,1023.890,1025.607,1025.966,1027.494,1027.595,1025.108,1024.923,1023.291,1025.149,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 06:00:00,33.857,8.308,7.496,1026.368,34.840,6.679,36.357,1027.507,32.408,9.243,40.207,1025.238,34.672,22.439,7.307,1023.881,1025.614,1025.971,1027.496,1027.599,1025.144,1024.964,1023.326,1025.104,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 07:00:00,33.865,8.204,7.341,1026.389,34.849,6.674,36.423,1027.514,32.392,9.687,40.655,1025.157,34.658,22.412,7.309,1023.878,1025.628,1025.977,1027.497,1027.606,1025.075,1024.954,1023.333,1025.093,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 08:00:00,33.863,8.224,7.542,1026.386,34.844,6.725,36.251,1027.503,32.395,9.752,40.976,1025.150,34.764,22.715,7.332,1023.873,1025.626,1025.976,1027.489,1027.601,1025.066,1024.958,1023.248,1025.175,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 09:00:00,33.864,8.208,7.504,1026.388,34.829,6.719,35.979,1027.490,32.399,9.645,40.898,1025.170,34.801,22.852,7.324,1023.861,1025.628,1025.976,1027.489,1027.588,1025.083,1024.960,1023.209,1025.203,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 10:00:00,33.855,8.308,7.411,1026.366,34.840,6.699,35.865,1027.501,32.408,9.682,40.452,1025.170,34.803,22.886,7.351,1023.853,1025.613,1025.969,1027.491,1027.596,1025.075,1024.965,1023.199,1025.205,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 11:00:00,33.855,8.274,7.279,1026.370,34.837,6.686,35.748,1027.500,32.443,8.745,40.035,1025.343,34.809,22.889,7.358,1023.857,1025.618,1025.968,1027.492,1027.593,1025.221,1024.991,1023.198,1025.209,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 12:00:00,33.858,8.165,7.297,1026.389,34.836,6.686,36.114,1027.501,32.434,8.519,39.305,1025.366,34.826,22.923,7.338,1023.860,1025.634,1025.971,1027.494,1027.594,1025.252,1024.980,1023.188,1025.222,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 13:00:00,33.860,8.062,7.497,1026.407,34.836,6.688,36.737,1027.504,32.442,8.121,38.806,1025.429,34.838,22.916,7.350,1023.871,1025.650,1025.973,1027.496,1027.597,1025.309,1024.984,1023.191,1025.231,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 14:00:00,33.873,7.884,7.389,1026.443,34.840,6.712,37.438,1027.507,32.458,8.076,37.942,1025.444,34.836,22.906,7.351,1023.872,1025.675,1025.983,1027.496,1027.604,1025.312,1024.993,1023.193,1025.230,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 15:00:00,33.880,7.820,7.436,1026.458,34.846,6.716,37.340,1027.510,32.439,8.473,37.833,1025.371,34.818,22.843,7.333,1023.877,1025.685,1025.988,1027.495,1027.608,1025.252,1024.978,1023.211,1025.216,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 16:00:00,33.890,7.704,7.438,1026.482,34.846,6.702,36.851,1027.510,32.402,9.139,37.774,1025.239,34.818,22.848,7.332,1023.875,1025.701,1025.996,1027.495,1027.605,1025.150,1024.949,1023.210,1025.216,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 17:00:00,33.885,7.780,7.471,1026.468,34.847,6.699,36.452,1027.510,32.366,9.731,38.216,1025.118,34.819,22.906,7.335,1023.859,1025.691,1025.993,1027.493,1027.605,1025.057,1024.923,1023.193,1025.217,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 18:00:00,33.884,7.799,7.184,1026.463,34.845,6.706,36.336,1027.506,32.383,10.008,38.609,1025.088,34.811,22.844,7.322,1023.871,1025.687,1025.990,1027.492,1027.602,1025.013,1024.937,1023.211,1025.211,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 19:00:00,33.891,7.720,7.477,1026.481,34.847,6.693,36.566,1027.511,32.405,10.042,39.165,1025.102,34.814,22.912,7.321,1023.854,1025.699,1025.997,1027.495,1027.605,1025.010,1024.957,1023.191,1025.213,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 20:00:00,33.880,7.862,7.473,1026.452,34.848,6.721,36.657,1027.508,32.386,9.968,39.752,1025.102,34.820,23.003,7.294,1023.832,1025.679,1025.989,1027.491,1027.606,1025.025,1024.945,1023.165,1025.217,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 21:00:00,33.884,7.841,7.417,1026.458,34.848,6.710,36.383,1027.508,32.428,9.601,40.128,1025.196,34.833,23.085,7.303,1023.819,1025.682,1025.992,1027.492,1027.604,1025.087,1024.979,1023.142,1025.228,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 22:00:00,33.886,7.832,7.360,1026.461,34.842,6.713,36.126,1027.502,32.406,9.599,40.333,1025.180,34.867,23.249,7.357,1023.797,1025.683,1025.993,1027.490,1027.599,1025.088,1024.963,1023.095,1025.254,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-13 23:00:00,33.875,7.963,7.432,1026.433,34.840,6.681,35.727,1027.503,32.422,9.601,40.276,1025.192,34.912,23.342,7.357,1023.803,1025.664,1025.984,1027.493,1027.595,1025.088,1024.975,1023.068,1025.288,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-14 00:00:00,33.871,7.981,7.411,1026.427,34.840,6.698,35.610,1027.500,32.482,8.776,40.029,1025.368,34.915,23.275,7.341,1023.825,1025.661,1025.982,1027.490,1027.595,1025.216,1025.021,1023.087,1025.290,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
2018-07-14 01:00:00,33.861,8.095,7.385,1026.403,34.838,6.694,36.068,1027.501,32.432,8.507,39.427,1025.367,34.917,23.208,7.334,1023.846,1025.645,1025.974,1027.492,1027.595,1025.255,1024.979,1023.106,1025.292,32.900,10.709,34.830,5.965,32.293,10.860,33.946,17.792
