depth_bin,depth,temperature,pressure,density,salinity,site,date
1860.000,1860.000,3.363,1886.143,1036.428,34.918,GI,2021-01-31
1865.000,1865.000,3.363,1891.262,1036.451,34.918,GI,2021-01-31
1870.000,1870.000,3.354,1896.366,1036.475,34.918,GI,2021-01-31
1875.000,1875.000,3.340,1901.423,1036.499,34.916,GI,2021-01-31
1880.000,1880.167,3.327,1906.756,1036.524,34.916,GI,2021-01-31
1885.000,1885.000,3.322,1911.637,1036.547,34.916,GI,2021-01-31
1890.000,1890.000,3.316,1916.717,1036.570,34.916,GI,2021-01-31
1895.000,1895.333,3.319,1922.169,1036.595,34.917,GI,2021-01-31
1900.000,1900.000,3.325,1926.858,1036.617,34.919,GI,2021-01-31
1905.000,1905.000,3.324,1932.009,1036.641,34.920,GI,2021-01-31
1910.000,1910.000,3.319,1937.036,1036.664,34.920,GI,2021-01-31
1915.000,1914.667,3.315,1941.848,1036.686,34.920,GI,2021-01-31
1920.000,1920.000,3.305,1947.340,1036.712,34.920,GI,2021-01-31
1925.000,1925.000,3.298,1952.415,1036.736,34.920,GI,2021-01-31
1930.000,1929.833,3.293,1957.330,1036.759,34.920,GI,2021-01-31
1935.000,1935.000,3.287,1962.569,1036.783,34.920,GI,2021-01-31
1940.000,1940.000,3.284,1967.623,1036.806,34.920,GI,2021-01-31
1945.000,1945.000,3.278,1972.709,1036.830,34.920,GI,2021-01-31
1950.000,1950.000,3.273,1977.866,1036.854,34.920,GI,2021-01-31
1955.000,1955.000,3.267,1982.970,1036.877,34.920,GI,2021-01-31
1960.000,1960.167,3.263,1988.145,1036.901,34.920,GI,2021-01-31
1965.000,1965.000,3.262,1993.199,1036.924,34.920,GI,2021-01-31
1970.000,1970.000,3.259,1998.286,1036.947,34.920,GI,2021-01-31
1975.000,1975.333,3.253,2003.701,1036.972,34.920,GI,2021-01-31
1980.000,1980.000,3.252,2008.448,1036.994,34.920,GI,2021-01-31
1985.000,1985.000,3.242,2013.511,1037.018,34.920,GI,2021-01-31
1990.000,1990.429,3.231,2019.047,1037.044,34.919,GI,2021-01-31
